transecto,tempo,Henrique,Elildo,ambiente,Obs,S1,S2,B,grupo_max,total,Latitude,Longitude,Altitude,Data,Compriment,Azimute_Gr,Velocidade_km_h,id_view,FID_2,setor,aero,dens.observ
tc6cessna,t5,0,0,,,0,0,0,0,0,1.35145263746,-50.2066867892,108,28/nov/2017 10:56:39,1580,178.567922183,189.55,tc6cessnat5,4,Piratuba_ Araguari,cessna,0
tc6cessna,t6,0,0,,,0,0,0,0,0,1.33744371124,-50.2057407238,104,28/nov/2017 10:57:09,1553,176.111620269,186.31,tc6cessnat6,0,,cessna,0
tc6,t1,0,0,m,,0,0,0,0,0,1.70661055483,-50.207243599,131,27/nov/2017 09:17:25,,0,,tc6t1,2,Piratuba_central,eurocopter,
tc6,t10,0,0,c,,0,0,0,0,0,1.57671737485,-50.2063515969,124,27/nov/2017 09:21:55,1556,178.930791261,186.66,tc6t10,2,Piratuba_central,eurocopter,0
tc6,t11,0,0,c,,0,0,0,0,0,1.56243888661,-50.2064669318,123,27/nov/2017 09:22:25,1579,180.465741925,189.47,tc6t11,2,Piratuba_central,eurocopter,0
tc6,t12,0,0,c,,0,0,0,0,0,1.54790760018,-50.2066470589,128,27/nov/2017 09:22:55,1607,180.714712783,192.83,tc6t12,2,Piratuba_central,eurocopter,0
tc6,t13,0,0,c,,0,0,0,0,0,1.53372986242,-50.2065712027,120,27/nov/2017 09:23:25,1568,179.691495078,188.13,tc6t13,2,Piratuba_central,eurocopter,0
tc6,t14,0,0,c,,0,0,0,0,0,1.5193307586,-50.206404319,121,27/nov/2017 09:23:55,1592,179.331742709,191.07,tc6t14,2,Piratuba_central,eurocopter,0
tc6,t15,0,0,c,,0,0,0,0,0,1.50501547381,-50.2063230146,122,27/nov/2017 09:24:25,1583,179.672510397,189.95,tc6t15,2,Piratuba_central,eurocopter,0
tc6,t16,0,0,c,,0,0,0,0,0,1.49063028395,-50.2062105294,123,27/nov/2017 09:24:55,1591,179.54911961,190.88,tc6t16,2,Piratuba_central,eurocopter,0
tc6,t17,0,0,c,,0,0,0,0,0,1.47593194619,-50.2063730545,117,27/nov/2017 09:25:25,1625,180.637570153,195.05,tc6t17,4,Piratuba_ Araguari,eurocopter,0
tc6,t18,0,0,c,,0,0,0,0,0,1.46118960343,-50.2066049818,121,27/nov/2017 09:25:55,1630,180.907079999,195.64,tc6t18,4,Piratuba_ Araguari,eurocopter,0
tc6,t19,0,0,c,,0,0,0,0,0,1.44679678604,-50.2068184689,112,27/nov/2017 09:26:25,1592,180.855249641,191,tc6t19,4,Piratuba_ Araguari,eurocopter,0
tc6,t2,0,0,m,,0,0,0,0,0,1.69206669554,-50.207482148,114,27/nov/2017 09:17:55,1609,180.945597257,193.02,tc6t2,2,Piratuba_central,eurocopter,0
tc6,t20,0,0,c,,0,0,0,0,3,1.4329358004,-50.2065935824,130,27/nov/2017 09:26:55,1533,179.064523954,183.96,tc6t20,4,Piratuba_ Araguari,eurocopter,0
tc6,t20,0,3,c,,0,1,0,3,3,1.4329358004,-50.2065935824,130,27/nov/2017 09:26:55,1533,179.064523954,183.96,tc6t20,4,Piratuba_ Araguari,eurocopter,5.01781323699132
tc6,t21,0,0,c,,0,0,0,0,0,1.41887348145,-50.2067318,135,27/nov/2017 09:27:25,1555,180.566757062,186.6,tc6t21,4,Piratuba_ Araguari,eurocopter,0
tc6,t22,0,0,c,“>20 - >20 - >20”,0,1,0,162,165,1.40439910814,-50.2064753976,139,27/nov/2017 09:27:55,1601,178.978628265,192.09,tc6t22,4,Piratuba_ Araguari,eurocopter,242.654096585318
tc6,t22,0,3,c,,0,1,0,3,165,1.38935669325,-50.2063520998,113,27/nov/2017 09:28:25,1664,179.527351582,199.63,tc6t22,4,Piratuba_ Araguari,eurocopter,5.31824370319946
tc6,t23,0,0,c,,0,0,0,0,0,1.3746315334,-50.2063887287,106,27/nov/2017 09:28:55,1628,180.143441954,195.39,tc6t23,4,Piratuba_ Araguari,eurocopter,0
tc6,t24,0,0,c,,0,0,0,0,0,1.36034986004,-50.2061998006,121,27/nov/2017 09:29:25,1579,179.23720567,189.53,tc6t24,4,Piratuba_ Araguari,eurocopter,0
tc6,t25,0,0,c,,0,0,0,0,0,1.34580667131,-50.2067447919,135,27/nov/2017 09:29:55,1609,182.159943864,193.12,tc6t25,4,Piratuba_ Araguari,eurocopter,0
tc6,t3,0,0,m,,0,0,0,0,0,1.67780195363,-50.2072719298,118,27/nov/2017 09:18:25,1578,179.150378667,189.3,tc6t3,2,Piratuba_central,eurocopter,0
tc6,t4,0,0,cm,,0,0,0,0,0,1.66369428858,-50.2066860348,128,27/nov/2017 09:18:55,1561,177.606870646,187.36,tc6t4,2,Piratuba_central,eurocopter,0
tc6,t5,0,0,c,,0,0,0,0,0,1.64950816892,-50.2067411877,128,27/nov/2017 09:19:25,1569,180.224160971,188.24,tc6t5,2,Piratuba_central,eurocopter,0
tc6,t6,0,0,c,,0,0,0,0,0,1.63497319445,-50.2067402657,131,27/nov/2017 09:19:55,1607,179.996342523,192.87,tc6t6,2,Piratuba_central,eurocopter,0
tc6,t7,0,0,a,,0,0,0,0,0,1.62006153725,-50.2067589574,115,27/nov/2017 09:20:25,1649,180.072274504,197.87,tc6t7,2,Piratuba_central,eurocopter,0
tc6,t8,0,0,c,,0,0,0,0,0,1.60536294803,-50.2068296168,115,27/nov/2017 09:20:55,1625,180.277177587,195.04,tc6t8,2,Piratuba_central,eurocopter,0
tc6,t9,0,0,c,,0,0,0,0,0,1.59078245983,-50.2066124417,122,27/nov/2017 09:21:25,1612,179.141232649,193.49,tc6t9,2,Piratuba_central,eurocopter,0
tf1,t1,0,0,m,,0,0,0,0,0,1.59228508361,-50.4418696649,114,27/nov/2017 15:36:25,,0,,tf1t1,3,Piratuba_Noroeste,eurocopter,
tf1,t10,0,0,c,,0,0,0,0,0,1.70824712142,-50.4429010581,97,27/nov/2017 15:40:55,1381,359.418984662,165.77,tf1t10,3,Piratuba_Noroeste,eurocopter,0
tf1,t11,0,0,c,,0,0,0,0,0,1.72112843022,-50.4429118708,100,27/nov/2017 15:41:25,1424,359.951603558,170.92,tf1t11,3,Piratuba_Noroeste,eurocopter,0
tf1,t12,0,0,c,,0,0,0,0,0,1.73347799107,-50.4427076038,103,27/nov/2017 15:41:55,1366,0.953553067352,163.89,tf1t12,3,Piratuba_Noroeste,eurocopter,0
tf1,t13,0,0,c,,0,0,0,0,0,1.74601731822,-50.4428328294,100,27/nov/2017 15:42:25,1387,359.424242275,166.39,tf1t13,3,Piratuba_Noroeste,eurocopter,0
tf1,t14,0,0,c,,0,0,0,0,0,1.75857148133,-50.4426575638,101,27/nov/2017 15:42:55,1388,0.804845974889,166.6,tf1t14,3,Piratuba_Noroeste,eurocopter,0
tf1,t15,0,0,c,,0,0,0,0,0,1.77118029445,-50.4423972219,117,27/nov/2017 15:43:25,1395,1.19024634794,167.35,tf1t15,3,Piratuba_Noroeste,eurocopter,0
tf1,t16,0,0,m,,0,0,0,0,0,1.7842146568,-50.4420284182,91,27/nov/2017 15:43:55,1442,1.6308520543,173.05,tf1t16,3,Piratuba_Noroeste,eurocopter,0
tf1,t2,0,0,m,,0,0,0,0,0,1.60579847172,-50.4417490494,115,27/nov/2017 15:36:55,1494,0.514629177613,179.32,tf1t2,3,Piratuba_Noroeste,eurocopter,0
tf1,t3,0,0,cm,,0,0,0,0,0,1.61864507943,-50.4418976605,102,27/nov/2017 15:37:25,1421,359.333028284,170.48,tf1t3,3,Piratuba_Noroeste,eurocopter,0
tf1,t4,0,0,m,,0,0,0,0,0,1.63157885894,-50.4422673862,107,27/nov/2017 15:37:55,1431,358.352233031,171.69,tf1t4,3,Piratuba_Noroeste,eurocopter,0
tf1,t5,0,0,m,,0,0,0,0,0,1.64448129013,-50.4424024187,101,27/nov/2017 15:38:25,1427,359.396594809,171.21,tf1t5,3,Piratuba_Noroeste,eurocopter,0
tf1,t6,0,0,c,,0,0,0,0,0,1.65702036582,-50.4423620179,102,27/nov/2017 15:38:55,1387,0.185771174121,166.38,tf1t6,3,Piratuba_Noroeste,eurocopter,0
tf1,t7,0,0,c,,0,0,0,0,0,1.66990184225,-50.4425791092,96,27/nov/2017 15:39:25,1425,359.028399007,170.95,tf1t7,3,Piratuba_Noroeste,eurocopter,0
tf1,t8,0,0,c,,0,0,0,0,0,1.68295799755,-50.442835344,100,27/nov/2017 15:39:55,1444,358.868599922,173.28,tf1t8,3,Piratuba_Noroeste,eurocopter,0
tf1,t9,0,0,c,,0,0,0,0,0,1.69575448148,-50.4427751619,102,27/nov/2017 15:40:25,1415,0.271156595937,169.8,tf1t9,3,Piratuba_Noroeste,eurocopter,0
tf2,t1,0,0,m,,0,0,0,0,0,1.80160920136,-50.4230375402,103,27/nov/2017 15:46:25,1527,170.627121082,183.24,tf2t1,3,Piratuba_Noroeste,eurocopter,0
tf2,t10,0,0,cm,,0,0,0,0,0,1.67017190717,-50.4221101664,114,27/nov/2017 15:50:55,1633,179.932270172,195.99,tf2t10,3,Piratuba_Noroeste,eurocopter,0
tf2,t11,0,0,cm,,0,0,0,0,0,1.65509613231,-50.4222296923,105,27/nov/2017 15:51:25,1667,180.457119101,200.05,tf2t11,3,Piratuba_Noroeste,eurocopter,0
tf2,t12,0,0,m,,0,0,0,0,0,1.6405248642,-50.4218188114,104,27/nov/2017 15:51:55,1612,178.374595882,193.42,tf2t12,3,Piratuba_Noroeste,eurocopter,0
tf2,t13,0,0,m,,0,0,0,0,0,1.6259316355,-50.4217009619,97,27/nov/2017 15:52:25,1614,179.53438229,193.65,tf2t13,3,Piratuba_Noroeste,eurocopter,0
tf2,t14,0,0,m,,0,0,0,0,0,1.61124771461,-50.4218318034,100,27/nov/2017 15:52:55,1624,180.513756741,194.85,tf2t14,3,Piratuba_Noroeste,eurocopter,0
tf2,t15,0,0,cm,,0,0,0,0,0,1.59643806517,-50.42273839,94,27/nov/2017 15:53:25,1641,183.525209275,196.88,tf2t15,3,Piratuba_Noroeste,eurocopter,0
tf2,t2,0,0,c,,0,0,0,0,0,1.78651850671,-50.4228353687,83,27/nov/2017 15:46:55,1669,179.227657138,200.27,tf2t2,3,Piratuba_Noroeste,eurocopter,0
tf2,t3,0,0,c,,0,0,0,0,0,1.77237329073,-50.4225412477,92,27/nov/2017 15:47:25,1564,178.801378198,187.74,tf2t3,3,Piratuba_Noroeste,eurocopter,0
tf2,t4,0,0,c,,0,0,0,0,0,1.75806521438,-50.4220444523,110,27/nov/2017 15:47:55,1583,177.99897648,189.98,tf2t4,3,Piratuba_Noroeste,eurocopter,0
tf2,t5,0,0,c,,0,0,0,0,0,1.74353208393,-50.42192786,105,27/nov/2017 15:48:25,1607,179.537473019,192.85,tf2t5,3,Piratuba_Noroeste,eurocopter,0
tf2,t6,0,0,c,,0,0,0,0,0,1.72869502567,-50.4219503235,95,27/nov/2017 15:48:55,1641,180.087290837,196.88,tf2t6,3,Piratuba_Noroeste,eurocopter,0
tf2,t7,0,0,c,,0,0,0,0,0,1.71388311312,-50.4219904728,104,27/nov/2017 15:49:25,1638,180.156281913,196.54,tf2t7,3,Piratuba_Noroeste,eurocopter,0
tf2,t8,0,0,c,,0,0,0,0,0,1.6994435247,-50.4220680892,104,27/nov/2017 15:49:55,1597,180.309913621,191.6,tf2t8,3,Piratuba_Noroeste,eurocopter,0
tf2,t9,0,0,c,,0,0,0,0,0,1.68494207785,-50.4221275169,119,27/nov/2017 15:50:25,1604,180.236278636,192.43,tf2t9,3,Piratuba_Noroeste,eurocopter,0
tf3,t1,0,0,m,,0,0,0,0,0,1.58306264319,-50.4048857745,129,27/nov/2017 15:55:25,1278,13.0549078699,153.35,tf3t1,3,Piratuba_Noroeste,eurocopter,0
tf3,t10,0,0,cm,,0,0,0,0,0,1.69760436751,-50.4064137954,101,27/nov/2017 15:59:55,1347,1.06605057129,161.7,tf3t10,3,Piratuba_Noroeste,eurocopter,0
tf3,t11,0,0,cm,,0,0,0,0,0,1.71050319448,-50.4060972109,86,27/nov/2017 16:00:25,1427,1.41479900162,171.22,tf3t11,3,Piratuba_Noroeste,eurocopter,0
tf3,t12,0,0,cm,,0,0,0,0,0,1.72321376391,-50.4059307463,83,27/nov/2017 16:00:55,1406,0.755044291265,168.67,tf3t12,3,Piratuba_Noroeste,eurocopter,0
tf3,t13,0,0,c,,0,0,0,0,0,1.73576666974,-50.4057274852,81,27/nov/2017 16:01:25,1388,0.933489555536,166.59,tf3t13,3,Piratuba_Noroeste,eurocopter,0
tf3,t14,0,0,cm,,0,0,0,0,0,1.74806845374,-50.4056985676,91,27/nov/2017 16:01:55,1360,0.135527595735,163.24,tf3t14,3,Piratuba_Noroeste,eurocopter,0
tf3,t15,0,0,cm,,0,0,0,0,0,1.7604404781,-50.4058882501,91,27/nov/2017 16:02:25,1368,359.116138998,164.18,tf3t15,3,Piratuba_Noroeste,eurocopter,0
tf3,t16,0,0,m,,0,0,0,0,0,1.77264771424,-50.4056896828,88,27/nov/2017 16:02:55,1350,0.937736193888,162,tf3t16,3,Piratuba_Noroeste,eurocopter,0
tf3,t2,0,0,m,,0,0,0,0,0,1.59660964273,-50.4049402568,117,27/nov/2017 15:55:55,1498,359.768111408,179.76,tf3t2,3,Piratuba_Noroeste,eurocopter,0
tf3,t3,0,0,m,,0,0,0,0,0,1.6095934622,-50.4050734453,103,27/nov/2017 15:56:25,1436,359.408554511,172.3,tf3t3,3,Piratuba_Noroeste,eurocopter,0
tf3,t4,0,0,m,,0,0,0,0,0,1.62274290808,-50.4056452587,93,27/nov/2017 15:56:55,1455,357.494276569,174.65,tf3t4,3,Piratuba_Noroeste,eurocopter,0
tf3,t5,0,0,m,,0,0,0,0,0,1.63568682969,-50.4061572254,92,27/nov/2017 15:57:25,1432,357.720671042,171.89,tf3t5,3,Piratuba_Noroeste,eurocopter,0
tf3,t6,0,0,c,,0,0,0,0,0,1.6486135684,-50.4061049223,91,27/nov/2017 15:57:55,1429,0.233288546302,171.53,tf3t6,3,Piratuba_Noroeste,eurocopter,0
tf3,t7,0,0,c,,0,0,0,0,0,1.66091468185,-50.4061346781,94,27/nov/2017 15:58:25,1360,359.860530085,163.22,tf3t7,3,Piratuba_Noroeste,eurocopter,0
tf3,t8,0,1,c,cariacou Henrique,0,1,0,1,1,1.67327262461,-50.4063977022,99,27/nov/2017 15:58:55,1367,358.773026823,164.02,tf3t8,3,Piratuba_Noroeste,eurocopter,2.46306025384299
tf3,t9,0,0,cm,,0,0,0,0,0,1.68542034924,-50.406639101,104,27/nov/2017 15:59:25,1344,358.854403607,161.22,tf3t9,3,Piratuba_Noroeste,eurocopter,0
tf4,t1,0,1,ac,,0,1,0,1,1,1.77477193996,-50.3868825361,91,27/nov/2017 16:05:25,1600,180.414889025,191.97,tf4t1,3,Piratuba_Noroeste,eurocopter,2.28937728937729
tf4,t10,0,0,cm,,0,0,0,0,0,1.64655547589,-50.3867395408,82,27/nov/2017 16:09:55,1592,181.16091413,191.04,tf4t10,3,Piratuba_Noroeste,eurocopter,0
tf4,t11,0,0,cm,,0,0,0,0,0,1.6321327351,-50.386939114,78,27/nov/2017 16:10:25,1595,180.797787622,191.39,tf4t11,3,Piratuba_Noroeste,eurocopter,0
tf4,t12,0,0,c,,0,0,0,0,0,1.61806077696,-50.3866721503,81,27/nov/2017 16:10:55,1556,178.906272887,186.76,tf4t12,3,Piratuba_Noroeste,eurocopter,0
tf4,t13,0,0,cm,,0,0,0,0,0,1.60461486317,-50.386686651,87,27/nov/2017 16:11:25,1487,180.062182095,178.42,tf4t13,3,Piratuba_Noroeste,eurocopter,0
tf4,t14,0,0,m,,0,0,0,0,0,1.59069042653,-50.3869464062,82,27/nov/2017 16:11:55,1540,181.075488209,184.8,tf4t14,3,Piratuba_Noroeste,eurocopter,0
tf4,t2,0,0,c,,0,0,0,0,0,1.76026722416,-50.3866910934,91,27/nov/2017 16:05:55,1604,179.239085328,192.48,tf4t2,3,Piratuba_Noroeste,eurocopter,0
tf4,t3,0,0,c,,0,0,0,0,0,1.74555321224,-50.3866838012,86,27/nov/2017 16:06:25,1627,179.971426319,195.24,tf4t3,3,Piratuba_Noroeste,eurocopter,0
tf4,t4,0,0,c,,0,0,0,0,0,1.73117833212,-50.3866133094,84,27/nov/2017 16:06:55,1590,179.71727145,190.74,tf4t4,3,Piratuba_Noroeste,eurocopter,0
tf4,t5,0,0,c,,0,0,0,0,0,1.7173605971,-50.386436116,93,27/nov/2017 16:07:25,1528,179.260686491,183.37,tf4t5,3,Piratuba_Noroeste,eurocopter,0
tf4,t6,0,0,c,,0,0,0,0,0,1.70337363146,-50.3861683141,100,27/nov/2017 16:07:55,1547,178.896222706,185.63,tf4t6,3,Piratuba_Noroeste,eurocopter,0
tf4,t7,0,0,c,,0,0,0,0,0,1.68928901665,-50.3862274904,105,27/nov/2017 16:08:25,1557,180.242241292,186.89,tf4t7,3,Piratuba_Noroeste,eurocopter,0
tf4,t8,0,0,m,,0,0,0,0,0,1.67505637743,-50.3864030074,97,27/nov/2017 16:08:55,1574,180.710989505,188.87,tf4t8,3,Piratuba_Noroeste,eurocopter,0
tf4,t9,0,0,m,,0,0,0,0,0,1.66094896384,-50.3864496946,98,27/nov/2017 16:09:25,1560,180.190811081,187.19,tf4t9,3,Piratuba_Noroeste,eurocopter,0
tf5,t1,0,0,c,,0,0,0,0,0,1.58722300082,-50.3683452029,92,27/nov/2017 16:13:55,1350,9.13380192103,162.03,tf5t1,3,Piratuba_Noroeste,eurocopter,0
tf5,t10,0,0,c,,0,0,0,0,0,1.70254290104,-50.3698841203,82,27/nov/2017 16:18:25,1423,359.920389936,170.77,tf5t10,3,Piratuba_Noroeste,eurocopter,0
tf5,t11,0,0,c,,0,0,0,0,0,1.71540174633,-50.3697854653,89,27/nov/2017 16:18:55,1422,0.44233468676,170.63,tf5t11,3,Piratuba_Noroeste,eurocopter,0
tf5,t12,0,0,c,,0,0,0,0,0,1.72808038071,-50.3699817695,88,27/nov/2017 16:19:25,1402,359.107390547,168.25,tf5t12,3,Piratuba_Noroeste,eurocopter,0
tf5,t13,0,0,c,,0,0,0,0,0,1.74116654322,-50.3702022973,88,27/nov/2017 16:19:55,1447,359.028492677,173.67,tf5t13,3,Piratuba_Noroeste,eurocopter,0
tf5,t14,0,0,a,,0,0,0,0,0,1.75414533354,-50.3701617289,82,27/nov/2017 16:20:25,1435,0.180212883026,172.22,tf5t14,3,Piratuba_Noroeste,eurocopter,0
tf5,t15,0,0,am,,0,0,0,0,0,1.76690720022,-50.3701470606,72,27/nov/2017 16:20:55,1411,0.0662669160592,169.34,tf5t15,3,Piratuba_Noroeste,eurocopter,0
tf5,t16,0,0,m,,0,0,0,0,0,1.77903573029,-50.369843971,83,27/nov/2017 16:21:25,1342,1.44045256738,160.99,tf5t16,3,Piratuba_Noroeste,eurocopter,0
tf5,t17,0,0,m,,0,0,0,0,0,1.79119016044,-50.3695682902,85,27/nov/2017 16:21:55,1344,1.30743827284,161.32,tf5t17,3,Piratuba_Noroeste,eurocopter,0
tf5,t2,0,0,c,,0,0,0,0,0,1.60041854717,-50.3689689841,84,27/nov/2017 16:14:25,1461,357.276385179,175.29,tf5t2,3,Piratuba_Noroeste,eurocopter,0
tf5,t3,0,0,m,,0,0,0,0,0,1.61333112046,-50.36944055,86,27/nov/2017 16:14:55,1429,357.895255288,171.45,tf5t3,3,Piratuba_Noroeste,eurocopter,0
tf5,t4,0,0,cm,,0,0,0,0,0,1.62624914199,-50.3693882469,92,27/nov/2017 16:15:25,1428,0.233448608897,171.41,tf5t4,3,Piratuba_Noroeste,eurocopter,0
tf5,t5,0,0,cm,,0,0,0,0,0,1.63876650855,-50.3694742452,91,27/nov/2017 16:15:55,1384,359.603877202,166.1,tf5t5,3,Piratuba_Noroeste,eurocopter,0
tf5,t6,0,0,c,,0,0,0,0,0,1.65140004829,-50.3695640154,91,27/nov/2017 16:16:25,1397,359.590308835,167.64,tf5t6,3,Piratuba_Noroeste,eurocopter,0
tf5,t7,0,0,c,,0,0,0,0,0,1.66436844505,-50.3697905783,88,27/nov/2017 16:16:55,1434,358.992809277,172.11,tf5t7,3,Piratuba_Noroeste,eurocopter,0
tf5,t8,0,0,c,cariacou Elildo,0,0,0,0,0,1.67707750574,-50.3698852099,89,27/nov/2017 16:17:25,1405,359.570694738,168.64,tf5t8,3,Piratuba_Noroeste,eurocopter,0
tf5,t9,0,0,c,,0,0,0,0,0,1.68967357837,-50.3698663507,94,27/nov/2017 16:17:55,1393,0.0863252888224,167.14,tf5t9,3,Piratuba_Noroeste,eurocopter,0
tf6,t1,0,0,ac,,0,0,0,0,0,1.80216467008,-50.3511628881,110,27/nov/2017 16:23:55,1181,169.218626661,141.75,tf6t1,3,Piratuba_Noroeste,eurocopter,0
tf6,t10,0,0,c,,0,0,0,0,0,1.67303466238,-50.350932302,88,27/nov/2017 16:28:25,1606,180.702007556,192.75,tf6t10,3,Piratuba_Noroeste,eurocopter,0
tf6,t11,0,0,c,,0,0,0,0,0,1.65848133154,-50.3509362414,69,27/nov/2017 16:28:55,1609,180.015607502,193.12,tf6t11,3,Piratuba_Noroeste,eurocopter,0
tf6,t12,0,0,cm,,0,0,0,0,0,1.64424056187,-50.3506887238,76,27/nov/2017 16:29:25,1575,178.997955962,188.99,tf6t12,3,Piratuba_Noroeste,eurocopter,0
tf6,t13,0,0,cm,,0,0,0,0,0,1.63027991541,-50.3507041465,96,27/nov/2017 16:29:55,1544,180.063696605,185.26,tf6t13,3,Piratuba_Noroeste,eurocopter,0
tf6,t14,0,0,m,,0,0,0,0,0,1.61599078216,-50.3506508376,89,27/nov/2017 16:30:25,1580,179.784892046,189.61,tf6t14,3,Piratuba_Noroeste,eurocopter,0
tf6,t15,0,0,m,,0,0,0,0,0,1.6015915107,-50.3509293683,85,27/nov/2017 16:30:55,1593,181.115181005,191.1,tf6t15,3,Piratuba_Noroeste,eurocopter,0
tf6,t2,0,0,ac,,0,0,0,0,0,1.78780588321,-50.3519302513,85,27/nov/2017 16:24:25,1590,183.078155513,190.83,tf6t2,3,Piratuba_Noroeste,eurocopter,0
tf6,t3,0,0,ac,,0,0,0,0,0,1.77341507748,-50.3513983358,74,27/nov/2017 16:24:55,1592,177.869967052,191.09,tf6t3,3,Piratuba_Noroeste,eurocopter,0
tf6,t4,0,0,c,,0,0,0,0,0,1.75896207802,-50.3507645801,85,27/nov/2017 16:25:25,1600,177.473527524,191.97,tf6t4,3,Piratuba_Noroeste,eurocopter,0
tf6,t5,0,0,c,,0,0,0,0,0,1.7447153572,-50.3502397891,91,27/nov/2017 16:25:55,1576,177.87720389,189.17,tf6t5,3,Piratuba_Noroeste,eurocopter,0
tf6,t6,0,0,c,,0,0,0,0,0,1.73034667969,-50.3502257913,91,27/nov/2017 16:26:25,1589,179.94383301,190.66,tf6t6,3,Piratuba_Noroeste,eurocopter,0
tf6,t7,0,0,c,,0,0,0,0,0,1.71605478041,-50.3504325729,89,27/nov/2017 16:26:55,1580,180.834129425,189.66,tf6t7,3,Piratuba_Noroeste,eurocopter,0
tf6,t8,0,0,c,,0,0,0,0,0,1.70187033713,-50.3506391868,86,27/nov/2017 16:27:25,1569,180.839772604,188.23,tf6t8,3,Piratuba_Noroeste,eurocopter,0
tf6,t9,0,0,c,,0,0,0,0,0,1.68755957857,-50.3507554438,90,27/nov/2017 16:27:55,1582,180.468376998,189.9,tf6t9,3,Piratuba_Noroeste,eurocopter,0
tf7,t1,0,0,c,,0,0,0,0,0,1.59035238437,-50.3337811679,136,27/nov/2017 16:33:25,1426,351.780515716,171.08,tf7t1,3,Piratuba_Noroeste,eurocopter,0
tf7,t10,0,0,cm,,0,0,0,0,0,1.7106521409,-50.3335937485,82,27/nov/2017 16:37:55,1461,0.861360483639,175.33,tf7t10,3,Piratuba_Noroeste,eurocopter,0
tf7,t11,0,0,m,,0,0,0,0,0,1.72373905778,-50.3333233483,90,27/nov/2017 16:38:25,1447,1.19109845633,173.69,tf7t11,3,Piratuba_Noroeste,eurocopter,0
tf7,t12,0,0,m,,0,0,0,0,0,1.73691121861,-50.3327675443,94,27/nov/2017 16:38:55,1458,2.43131579283,174.94,tf7t12,3,Piratuba_Noroeste,eurocopter,0
tf7,t13,0,0,am,,0,0,0,0,0,1.74997558817,-50.3333622403,95,27/nov/2017 16:39:25,1446,357.377366657,173.53,tf7t13,3,Piratuba_Noroeste,eurocopter,0
tf7,t14,0,0,m,,0,0,0,0,0,1.76364446059,-50.333588887,97,27/nov/2017 16:39:55,1512,359.044110735,181.4,tf7t14,3,Piratuba_Noroeste,eurocopter,0
tf7,t15,0,0,m,,0,0,0,0,0,1.77734208293,-50.3334945068,90,27/nov/2017 16:40:25,1515,0.397243568482,181.76,tf7t15,3,Piratuba_Noroeste,eurocopter,0
tf7,t16,0,0,m,,0,0,0,0,0,1.79063729011,-50.3332712129,87,27/nov/2017 16:40:55,1470,0.968200315183,176.44,tf7t16,3,Piratuba_Noroeste,eurocopter,0
tf7,t2,0,0,cm,,0,0,0,0,0,1.60383216105,-50.3336968459,97,27/nov/2017 16:33:55,1491,0.360677882044,178.93,tf7t2,3,Piratuba_Noroeste,eurocopter,0
tf7,t3,0,0,c,,0,0,0,0,0,1.61734689027,-50.3338804096,88,27/nov/2017 16:34:25,1495,359.216900823,179.35,tf7t3,3,Piratuba_Noroeste,eurocopter,0
tf7,t4,0,0,cm,,0,0,0,0,0,1.63063153625,-50.3339459561,88,27/nov/2017 16:34:55,1469,359.715516324,176.28,tf7t4,3,Piratuba_Noroeste,eurocopter,0
tf7,t5,0,0,cm,,0,0,0,0,0,1.64390570484,-50.3338826727,92,27/nov/2017 16:35:25,1468,0.274876446736,176.14,tf7t5,3,Piratuba_Noroeste,eurocopter,0
tf7,t6,0,0,m,,0,0,0,0,0,1.65727475658,-50.3335499112,90,27/nov/2017 16:35:55,1479,1.43481987231,177.45,tf7t6,3,Piratuba_Noroeste,eurocopter,0
tf7,t7,0,0,cm,,0,0,0,0,0,1.670638863,-50.3335639089,94,27/nov/2017 16:36:25,1478,359.939609075,177.33,tf7t7,3,Piratuba_Noroeste,eurocopter,0
tf7,t8,0,0,c,,0,0,0,0,0,1.68409005739,-50.3337820899,87,27/nov/2017 16:36:55,1488,359.064880686,178.51,tf7t8,3,Piratuba_Noroeste,eurocopter,0
tf7,t9,0,0,c,,0,0,0,0,0,1.69744041748,-50.3337911423,91,27/nov/2017 16:37:25,1476,359.960905114,177.15,tf7t9,3,Piratuba_Noroeste,eurocopter,0
tf8,t1,0,0,am,,0,0,0,0,0,1.7917198129,-50.3159348387,89,27/nov/2017 16:43:25,1668,180.09449416,200.2,tf8t1,3,Piratuba_Noroeste,eurocopter,0
tf8,t10,0,0,c,,0,0,0,0,0,1.6636992339,-50.3144752141,89,27/nov/2017 16:47:55,1600,179.543774665,192.01,tf8t10,3,Piratuba_Noroeste,eurocopter,0
tf8,t11,0,0,c,,0,0,0,0,0,1.64909016341,-50.3143701889,75,27/nov/2017 16:48:25,1616,179.585503428,193.86,tf8t11,2,Piratuba_central,eurocopter,0
tf8,t12,0,0,c,,0,0,0,0,0,1.63482005708,-50.3145251703,78,27/nov/2017 16:48:55,1578,180.626174802,189.36,tf8t12,2,Piratuba_central,eurocopter,0
tf8,t13,0,0,c,,0,0,0,0,0,1.62063192576,-50.3143050615,85,27/nov/2017 16:49:25,1569,179.10558203,188.29,tf8t13,2,Piratuba_central,eurocopter,0
tf8,t14,0,0,c,,0,0,0,0,0,1.60666641779,-50.3140770737,89,27/nov/2017 16:49:55,1544,179.058798965,185.33,tf8t14,2,Piratuba_central,eurocopter,0
