transecto,tempo,Henrique,Elildo,ambiente,Obs,S1,S2,B,grupo_max,total,Latitude,Longitude,Altitude,Data,Compriment,Azimute_Gr,Velocidade_km_h,id_view,FID_2,setor,aero,dens.observ
b5,t1,0,0,m,,0,0,0,0,0,1.15899106488,-50.3331529442,101,26/nov/2017 16:48:17,1334,21.2301823782,160.06,b5t1,0,Piratuba_ Araguari,eurocopter,0
b5,t10,0,0,m,,0,0,1,31,31,1.2781272456,-50.335542541,91,26/nov/2017 16:52:47,1494,0.400578157483,179.33,b5t10,4,Piratuba_ Araguari,eurocopter,76.0061001024856
b5,t11,0,4,cm,,0,1,0,4,4,1.29130016081,-50.3371297382,102,26/nov/2017 16:53:17,1467,353.085489808,176.08,b5t11,4,Piratuba_ Araguari,eurocopter,8.91063082810948
b5,t12,0,0,cm,,0,0,0,0,0,1.30382062867,-50.3375439718,119,26/nov/2017 16:53:47,1385,358.092826577,166.24,b5t12,4,Piratuba_ Araguari,eurocopter,0
b5,t13,0,0,c,,0,0,0,0,0,1.31710695103,-50.3374966979,97,26/nov/2017 16:54:17,1469,0.205181675887,176.32,b5t13,4,Piratuba_ Araguari,eurocopter,0
b5,t14,2,0,c,,1,0,0,2,2,1.33082921617,-50.3376263659,80,26/nov/2017 16:54:47,1517,359.455102156,182.1,b5t14,4,Piratuba_ Araguari,eurocopter,5.49329817622501
b5,t15,0,0,cm,,0,0,0,0,0,1.34400062263,-50.337542044,75,26/nov/2017 16:55:17,1456,0.369165520043,174.78,b5t15,4,Piratuba_ Araguari,eurocopter,0
b5,t16,0,0,cm,,0,0,0,0,0,1.35680205189,-50.3376095183,89,26/nov/2017 16:55:47,1416,359.696056864,169.87,b5t16,4,Piratuba_ Araguari,eurocopter,0
b5,t17,0,0,cm,,0,0,0,0,0,1.37005157769,-50.3376946785,77,26/nov/2017 16:56:17,1465,359.629367168,175.82,b5t17,4,Piratuba_ Araguari,eurocopter,0
b5,t18,0,0,m,,0,0,0,0,0,1.38331644237,-50.3376764897,82,26/nov/2017 16:56:47,1467,0.0790698215212,176.01,b5t18,4,Piratuba_ Araguari,eurocopter,0
b5,t19,0,0,c,,0,0,0,0,0,1.39625600539,-50.3375208378,93,26/nov/2017 16:57:17,1431,0.693621887991,171.71,b5t19,4,Piratuba_ Araguari,eurocopter,0
b5,t2,0,0,m,,0,0,0,0,0,1.17220873944,-50.3337654099,104,26/nov/2017 16:48:47,1463,357.329701935,175.58,b5t2,0,Piratuba_ Araguari,eurocopter,0
b5,t20,0,0,c,,0,0,0,0,0,1.40886012465,-50.337500805,102,26/nov/2017 16:57:47,1394,0.091650400746,167.25,b5t20,4,Piratuba_ Araguari,eurocopter,0
b5,t21,0,0,c,,0,0,0,0,0,1.42197721638,-50.3370041773,98,26/nov/2017 16:58:17,1451,2.18216503278,174.18,b5t21,4,Piratuba_ Araguari,eurocopter,0
b5,t22,0,0,c,,0,0,0,0,0,1.43492809497,-50.3364944737,87,26/nov/2017 16:58:47,1433,2.26826177944,171.99,b5t22,4,Piratuba_ Araguari,eurocopter,0
b5,t23,0,0,c,,0,0,0,0,0,1.44796731882,-50.3360715229,91,26/nov/2017 16:59:17,1443,1.86974832902,173.11,b5t23,2,Piratuba_central,eurocopter,0
b5,t24,0,0,c,,0,0,0,0,0,1.46047127433,-50.3355924971,95,26/nov/2017 16:59:47,1384,2.20797000317,166.04,b5t24,2,Piratuba_central,eurocopter,0
b5,t25,0,0,c,,0,0,0,0,0,1.47366673686,-50.3353070933,97,26/nov/2017 17:00:17,1459,1.24698359216,175.13,b5t25,2,Piratuba_central,eurocopter,0
b5,t26,0,0,c,,0,0,0,0,0,1.48689857684,-50.3348643612,78,26/nov/2017 17:00:47,1464,1.92862716011,175.69,b5t26,2,Piratuba_central,eurocopter,0
b5,t27,0,0,c,,0,0,0,0,0,1.50014944375,-50.3343802225,65,26/nov/2017 17:01:17,1466,2.10580823726,175.95,b5t27,2,Piratuba_central,eurocopter,0
b5,t28,0,0,c,,0,0,0,0,0,1.5122655686,-50.334303109,94,26/nov/2017 17:01:47,1340,0.366984091375,160.81,b5t28,2,Piratuba_central,eurocopter,0
b5,t29,0,0,c,,0,0,0,0,0,1.52455880307,-50.3341370635,90,26/nov/2017 17:02:17,1359,0.778786027484,163.13,b5t29,2,Piratuba_central,eurocopter,0
b5,t3,0,0,cm,,0,0,0,0,0,1.18553001434,-50.334754223,87,26/nov/2017 16:49:17,1477,355.727246368,177.26,b5t3,4,Piratuba_ Araguari,eurocopter,0
b5,t30,0,0,c,,0,0,0,0,0,1.53708714992,-50.3338686749,83,26/nov/2017 17:02:47,1386,1.23504932671,166.28,b5t30,3,Piratuba_Noroeste,eurocopter,0
b5,t31,0,0,c,,0,0,0,0,0,1.54962413013,-50.3332861327,88,26/nov/2017 17:03:17,1388,2.67729996112,166.54,b5t31,3,Piratuba_Noroeste,eurocopter,0
b5,t32,0,0,c,,0,0,0,0,0,1.5619028639,-50.333116902,97,26/nov/2017 17:03:47,1358,0.794646085248,162.95,b5t32,3,Piratuba_Noroeste,eurocopter,0
b5,t33,0,0,c,,0,0,0,0,0,1.57399828546,-50.3328702226,104,26/nov/2017 17:04:17,1338,1.17577602425,160.53,b5t33,3,Piratuba_Noroeste,eurocopter,0
b5,t4,0,0,c,,0,0,0,0,0,1.19896075688,-50.3349423129,86,26/nov/2017 16:49:47,1485,359.192430133,178.23,b5t4,4,Piratuba_ Araguari,eurocopter,0
b5,t5,5,8,c,“8 e +5”,0,0,1,8,11,1.21230457909,-50.3351394553,81,26/nov/2017 16:50:17,1476,359.14806013,177.08,b5t5,4,Piratuba_ Araguari,eurocopter,22.3047497964692
b5,t5,3,5,c,,0,0,1,3,11,1.21230457909,-50.3351394553,81,26/nov/2017 16:50:17,1476,359.14806013,177.08,b5t5,4,Piratuba_ Araguari,eurocopter,8.36428117367593
b5,t6,0,0,c,,0,0,0,0,0,1.22545796447,-50.3362121712,96,26/nov/2017 16:50:47,1459,355.307398179,175.13,b5t6,4,Piratuba_ Araguari,eurocopter,0
b5,t7,0,0,cm,,0,0,0,0,0,1.23834187165,-50.3360781446,92,26/nov/2017 16:51:17,1425,0.599880313054,170.97,b5t7,4,Piratuba_ Araguari,eurocopter,0
b5,t8,0,0,m,,0,0,0,0,0,1.25134438276,-50.3360384144,92,26/nov/2017 16:51:47,1438,0.176208628791,172.53,b5t8,4,Piratuba_ Araguari,eurocopter,0
b5,t9,0,0,m,,0,0,0,0,0,1.26461285166,-50.3356364183,92,26/nov/2017 16:52:17,1468,1.74662229704,176.14,b5t9,4,Piratuba_ Araguari,eurocopter,0
b6,t1,0,0,c,,0,0,0,0,0,1.58920272253,-50.3098846134,138,26/nov/2017 17:07:17,1242,210.358104551,149.09,b6t1,2,Piratuba_central,eurocopter,0
b6,t10,0,0,c,,0,0,0,0,0,1.46191648208,-50.3136957809,76,26/nov/2017 17:11:47,1614,179.479893441,193.72,b6t10,2,Piratuba_central,eurocopter,0
b6,t11,0,0,c,,0,0,0,0,0,1.44738276489,-50.3136176616,83,26/nov/2017 17:12:17,1607,179.690060531,192.85,b6t11,4,Piratuba_ Araguari,eurocopter,0
b6,t12,0,0,c,,0,0,0,0,0,1.43318767659,-50.3134297393,108,26/nov/2017 17:12:47,1570,179.236662725,188.39,b6t12,4,Piratuba_ Araguari,eurocopter,0
b6,t13,0,0,c,,0,0,0,0,0,1.41922032461,-50.3134741634,118,26/nov/2017 17:13:17,1544,180.183403507,185.34,b6t13,4,Piratuba_ Araguari,eurocopter,0
b6,t14,0,0,m,,0,0,0,0,0,1.40451243147,-50.3136738203,100,26/nov/2017 17:13:47,1627,180.782734335,195.19,b6t14,4,Piratuba_ Araguari,eurocopter,0
b6,t15,0,0,m,,0,0,0,0,0,1.38973312452,-50.3135847207,85,26/nov/2017 17:14:17,1634,179.652362397,196.12,b6t15,4,Piratuba_ Araguari,eurocopter,0
b6,t16,0,0,m,,0,0,0,0,0,1.37553761713,-50.3132686391,95,26/nov/2017 17:14:47,1570,178.716226397,188.41,b6t16,4,Piratuba_ Araguari,eurocopter,0
b6,t17,0,0,m,,0,0,0,0,0,1.36152156629,-50.3128637932,106,26/nov/2017 17:15:17,1551,178.334835069,186.06,b6t17,4,Piratuba_ Araguari,eurocopter,0
b6,t18,0,0,cm,,0,0,0,0,0,1.34726093151,-50.3128715046,94,26/nov/2017 17:15:47,1577,180.031182405,189.23,b6t18,4,Piratuba_ Araguari,eurocopter,0
b6,t19,0,0,c,,0,0,0,0,0,1.33279133588,-50.3126995917,84,26/nov/2017 17:16:17,1600,179.31490335,192.01,b6t19,4,Piratuba_ Araguari,eurocopter,0
b6,t2,0,0,c,,0,0,0,0,0,1.57884797081,-50.3175624367,122,26/nov/2017 17:07:47,1429,216.729904801,171.44,b6t2,3,Piratuba_Noroeste,eurocopter,0
b6,t20,0,0,c,,0,1,0,14.3,24.3,1.31847487763,-50.3120687697,93,26/nov/2017 17:16:47,1585,177.460723602,190.16,b6t20,4,Piratuba_ Araguari,eurocopter,32.3372115373744
b6,t20,2,4,c,15+4+6,0,0,1,4,24.3,1.31847487763,-50.3120687697,93,26/nov/2017 17:16:47,1585,177.460723602,190.16,b6t20,4,Piratuba_ Araguari,eurocopter,9.04537385660821
b6,t20,1,6,c,,0,0,1,6,24.3,1.31847487763,-50.3120687697,93,26/nov/2017 17:16:47,1585,177.460723602,190.16,b6t20,4,Piratuba_ Araguari,eurocopter,13.5680607849123
b6,t21,12,1,c,,0,0,1,12,12,1.30447835661,-50.3115329146,86,26/nov/2017 17:17:17,1549,177.793326478,185.86,b6t21,4,Piratuba_ Araguari,eurocopter,30.0268740522768
b6,t22,0,0,m,,0,0,0,0,0,1.29028041847,-50.3111897595,88,26/nov/2017 17:17:47,1570,178.606497767,188.45,b6t22,4,Piratuba_ Araguari,eurocopter,0
b6,t23,0,0,m,,0,0,0,0,0,1.27638783306,-50.3111843951,102,26/nov/2017 17:18:17,1536,179.977732574,184.35,b6t23,4,Piratuba_ Araguari,eurocopter,0
b6,t24,0,0,m,,0,0,0,0,0,1.26204547472,-50.3117792588,93,26/nov/2017 17:18:47,1587,182.39043939,190.48,b6t24,0,Piratuba_ Araguari,eurocopter,0
b6,t25,0,0,m,,0,0,0,0,0,1.24773337506,-50.3118757345,82,26/nov/2017 17:19:17,1583,180.388725742,189.92,b6t25,4,Piratuba_ Araguari,eurocopter,0
b6,t26,0,0,m,,0,0,0,0,0,1.23354499228,-50.3123927303,78,26/nov/2017 17:19:47,1570,182.100376844,188.39,b6t26,4,Piratuba_ Araguari,eurocopter,0
b6,t27,0,0,m,,0,0,0,0,0,1.21948015876,-50.3132130671,86,26/nov/2017 17:20:17,1558,183.359692327,186.95,b6t27,4,Piratuba_ Araguari,eurocopter,0
b6,t28,0,0,m,,0,0,0,0,0,1.20551465079,-50.3143129405,95,26/nov/2017 17:20:47,1549,184.532325155,185.89,b6t28,4,Piratuba_ Araguari,eurocopter,0
b6,t3,0,0,c,,0,0,0,0,0,1.56335276552,-50.3170785494,86,26/nov/2017 17:08:17,1715,178.199969723,205.75,b6t3,2,Piratuba_central,eurocopter,0
b6,t4,0,0,c,,0,0,0,0,0,1.54773233458,-50.3166165389,50,26/nov/2017 17:08:47,1728,178.29505746,207.4,b6t4,2,Piratuba_central,eurocopter,0
b6,t5,0,0,c,,0,0,0,0,0,1.53339014389,-50.3161087632,73,26/nov/2017 17:09:17,1587,177.959414367,190.45,b6t5,2,Piratuba_central,eurocopter,0
b6,t6,0,0,c,,0,0,0,0,0,1.51989754289,-50.3144103382,100,26/nov/2017 17:09:47,1504,172.780146875,180.49,b6t6,2,Piratuba_central,eurocopter,0
b6,t7,0,0,c,,0,0,0,0,0,1.50532417931,-50.3140270337,95,26/nov/2017 17:10:17,1612,178.483751283,193.44,b6t7,2,Piratuba_central,eurocopter,0
b6,t8,0,0,c,,0,0,0,0,0,1.490966985,-50.3139365092,97,26/nov/2017 17:10:47,1588,179.636435328,190.51,b6t8,2,Piratuba_central,eurocopter,0
b6,t9,0,0,c,,0,0,0,0,0,1.47651507519,-50.3138274606,90,26/nov/2017 17:11:17,1598,179.564909192,191.77,b6t9,2,Piratuba_central,eurocopter,0
ta6cessna,t1,0,0,,,0,0,1,0,0,1.18003173731,-50.4644807708,127,28/nov/2017 12:16:09,,0,,ta6cessnat1,0,,cessna,
ta6cessna,t10,0,0,,,0,0,0,0,0,1.30431122147,-50.4607106745,127,28/nov/2017 12:20:39,1509,359.859419551,181.13,ta6cessnat10,4,Piratuba_ Araguari,cessna,0
ta6cessna,t11,0,0,,,0,0,0,0,0,1.31812116131,-50.4608128499,131,28/nov/2017 12:21:09,1527,359.573351892,183.25,ta6cessnat11,4,Piratuba_ Araguari,cessna,0
ta6cessna,t12,0,0,,,0,0,0,0,0,1.33143036626,-50.4607612174,128,28/nov/2017 12:21:39,1472,0.223712349859,176.6,ta6cessnat12,3,Piratuba_Noroeste,cessna,0
ta6cessna,t13,0,0,,,0,0,0,0,0,1.34518481791,-50.4608561844,128,28/nov/2017 12:22:09,1521,359.601855483,182.51,ta6cessnat13,3,Piratuba_Noroeste,cessna,0
ta6cessna,t14,0,0,,,0,0,0,0,0,1.35875595734,-50.460615037,122,28/nov/2017 12:22:39,1501,1.02455645899,180.11,ta6cessnat14,3,Piratuba_Noroeste,cessna,0
ta6cessna,t15,0,0,,,0,0,0,0,0,1.37186030857,-50.4600223526,132,28/nov/2017 12:23:09,1451,2.60628473625,174.07,ta6cessnat15,3,Piratuba_Noroeste,cessna,0
ta6cessna,t16,0,0,,,0,0,0,0,0,1.38521620072,-50.4605879635,121,28/nov/2017 12:23:39,1478,357.559419354,177.39,ta6cessnat16,3,Piratuba_Noroeste,cessna,0
ta6cessna,t17,0,0,,,0,0,0,0,0,1.39866915531,-50.4600457381,124,28/nov/2017 12:24:09,1489,2.32291166351,178.65,ta6cessnat17,3,Piratuba_Noroeste,cessna,0
ta6cessna,t18,0,0,,,0,0,0,0,0,1.41249611042,-50.4599407967,134,28/nov/2017 12:24:39,1529,0.437640984663,183.48,ta6cessnat18,3,Piratuba_Noroeste,cessna,0
ta6cessna,t19,0,0,,,0,0,0,0,0,1.42569744028,-50.4600992147,137,28/nov/2017 12:25:09,1460,359.308058863,175.18,ta6cessnat19,3,Piratuba_Noroeste,cessna,0
ta6cessna,t2,0,20,,,0,0,1,0,0,1.19324832223,-50.4620651063,147,28/nov/2017 12:16:39,1486,10.4239582133,178.33,ta6cessnat2,4,Piratuba_ Araguari,cessna,0
ta6cessna,t20,0,0,,,0,0,0,0,0,1.43882249482,-50.4598796926,131,28/nov/2017 12:25:39,1452,0.964355121401,174.18,ta6cessnat20,3,Piratuba_Noroeste,cessna,0
ta6cessna,t21,0,0,,,0,0,0,0,0,1.45226882771,-50.4598428123,124,28/nov/2017 12:26:09,1487,0.158157114192,178.42,ta6cessnat21,3,Piratuba_Noroeste,cessna,0
ta6cessna,t22,0,0,,,0,0,0,0,0,1.46542866714,-50.4604456387,135,28/nov/2017 12:26:39,1457,357.360448526,174.81,ta6cessnat22,3,Piratuba_Noroeste,cessna,0
ta6cessna,t23,0,0,,,0,0,0,0,0,1.47854701616,-50.4597971309,126,28/nov/2017 12:27:09,1452,2.84820552973,174.29,ta6cessnat23,3,Piratuba_Noroeste,cessna,0
ta6cessna,t23,0,0,,,0,0,0,0,0,1.47854701616,-50.4597971309,126,28/nov/2017 12:27:09,1452,2.84820552973,174.29,ta6cessnat23,3,Piratuba_Noroeste,cessna,0
ta6cessna,t24,8,0,,,1,0,0,0,0,1.49222913198,-50.4601394478,137,28/nov/2017 12:27:39,1513,358.557639419,181.61,ta6cessnat24,3,Piratuba_Noroeste,cessna,0
ta6cessna,t25,0,0,,,0,0,0,0,0,1.506342832,-50.4602177348,140,28/nov/2017 12:28:09,1561,359.680160737,187.28,ta6cessnat25,3,Piratuba_Noroeste,cessna,0
ta6cessna,t26,0,0,,,0,0,0,0,0,1.51974231005,-50.4600516893,135,28/nov/2017 12:28:39,1482,0.71449904725,177.81,ta6cessnat26,3,Piratuba_Noroeste,cessna,0
ta6cessna,t27,1,0,,,1,0,0,0,0,1.53339475393,-50.4598237015,114,28/nov/2017 12:29:09,1510,0.962814010118,181.2,ta6cessnat27,3,Piratuba_Noroeste,cessna,0
ta6cessna,t28,0,0,,,0,0,0,0,0,1.54696279205,-50.4601260368,129,28/nov/2017 12:29:39,1501,358.715369344,180.09,ta6cessnat28,3,Piratuba_Noroeste,cessna,0
ta6cessna,t28,0,0,,,0,0,0,0,0,1.55972138979,-50.4598646052,126,28/nov/2017 12:30:09,1411,1.18132719326,169.33,ta6cessnat28,3,Piratuba_Noroeste,cessna,0
ta6cessna,t28,0,0,,,0,0,0,0,0,1.55972138979,-50.4598646052,126,28/nov/2017 12:30:09,1411,1.18132719326,169.33,ta6cessnat28,3,Piratuba_Noroeste,cessna,0
ta6cessna,t29,0,0,,,0,0,0,0,0,1.57281978987,-50.4595527984,115,28/nov/2017 12:30:39,1449,1.37232885581,173.86,ta6cessnat29,3,Piratuba_Noroeste,cessna,0
ta6cessna,t3,0,18,,,0,1,0,0,0,1.20701727457,-50.4615740944,139,28/nov/2017 12:17:09,1524,2.05563881967,182.82,ta6cessnat3,4,Piratuba_ Araguari,cessna,0
ta6cessna,t30,0,0,,,0,0,0,0,0,1.58590444364,-50.459418688,111,28/nov/2017 12:31:09,1447,0.590957356744,173.63,ta6cessnat30,3,Piratuba_Noroeste,cessna,0
ta6cessna,t4,0,0,,,0,0,0,0,0,1.22093726881,-50.4609348904,135,28/nov/2017 12:17:39,1541,2.64625237909,184.9,ta6cessnat4,4,Piratuba_ Araguari,cessna,0
ta6cessna,t5,0,0,,,0,0,0,0,0,1.23527225107,-50.4607217386,141,28/nov/2017 12:18:09,1585,0.857426483238,190.23,ta6cessnat5,4,Piratuba_ Araguari,cessna,0
ta6cessna,t6,5,5,,,0,0,1,0,0,1.24937212095,-50.4607032146,146,28/nov/2017 12:18:39,1559,0.0757625671131,187.09,ta6cessnat6,4,Piratuba_ Araguari,cessna,0
ta6cessna,t7,0,0,,,0,0,0,0,0,1.26317007467,-50.4603467323,140,28/nov/2017 12:19:09,1526,1.48956095424,183.15,ta6cessnat7,4,Piratuba_ Araguari,cessna,0
ta6cessna,t8,0,0,,,0,0,0,0,0,1.27690290101,-50.4602715466,125,28/nov/2017 12:19:39,1519,0.315719365962,182.23,ta6cessnat8,4,Piratuba_ Araguari,cessna,0
ta6cessna,t9,0,0,,,0,0,0,0,0,1.29066120833,-50.4606773984,116,28/nov/2017 12:20:09,1522,358.299396952,182.64,ta6cessnat9,4,Piratuba_ Araguari,cessna,0
ta8cessna,t1,0,0,,,0,0,0,0,0,1.19675254449,-50.4206418246,111,28/nov/2017 12:13:39,1622,179.190751005,194.58,ta8cessnat1,4,Piratuba_ Araguari,cessna,0
ta8cessna,t10,0,0,,,0,0,0,0,0,1.3295226451,-50.4209651146,178,28/nov/2017 12:09:09,1638,181.149957824,196.56,ta8cessnat10,4,Piratuba_ Araguari,cessna,0
ta8cessna,t11,0,0,,,0,0,0,0,0,1.34433279745,-50.4206697363,187,28/nov/2017 12:08:39,1586,180.540013375,190.27,ta8cessnat11,4,Piratuba_ Araguari,cessna,0
ta8cessna,t12,0,0,,,0,0,0,0,0,1.35867138393,-50.4205354583,182,28/nov/2017 12:08:09,1560,181.372015554,187.2,ta8cessnat12,4,Piratuba_ Araguari,cessna,0
ta8cessna,t13,0,0,,,0,0,0,0,0,1.37277435511,-50.4201998468,165,28/nov/2017 12:07:39,1579,182.326065746,189.43,ta8cessnat13,3,Piratuba_Noroeste,cessna,0
ta8cessna,t14,0,0,,,0,0,0,0,0,1.38703783974,-50.4196241777,148,28/nov/2017 12:07:09,1539,180.470635946,184.65,ta8cessnat14,3,Piratuba_Noroeste,cessna,0
ta8cessna,t15,0,0,,,0,0,0,0,0,1.40095330775,-50.419510603,137,28/nov/2017 12:06:39,1540,180.409411067,184.86,ta8cessnat15,3,Piratuba_Noroeste,cessna,0
ta8cessna,t16,0,0,,,0,0,0,0,0,1.41488377936,-50.4194116965,121,28/nov/2017 12:06:09,1516,177.852990358,181.93,ta8cessnat16,3,Piratuba_Noroeste,cessna,0
ta8cessna,t17,0,0,,,0,0,0,0,0,1.42858492211,-50.4199220706,113,28/nov/2017 12:05:39,1390,176.002121693,166.78,ta8cessnat17,3,Piratuba_Noroeste,cessna,0
ta8cessna,t18,0,0,,,0,0,0,0,0,1.44112332724,-50.4207927827,123,28/nov/2017 12:05:09,1461,176.355043735,175.29,ta8cessnat18,3,Piratuba_Noroeste,cessna,0
ta8cessna,t19,0,0,,,0,0,0,0,0,1.45430739038,-50.421627285,124,28/nov/2017 12:04:39,1504,178.990877641,180.5,ta8cessnat19,3,Piratuba_Noroeste,cessna,0
ta8cessna,t2,0,0,,,0,0,0,0,0,1.21141567826,-50.4208476003,115,28/nov/2017 12:13:09,1573,178.725039566,188.77,ta8cessnat2,4,Piratuba_ Araguari,cessna,0
ta8cessna,t20,0,0,,,0,0,0,0,0,1.46790836938,-50.421865331,126,28/nov/2017 12:04:09,1493,179.277348036,179.18,ta8cessnat20,3,Piratuba_Noroeste,cessna,0
ta8cessna,t21,0,0,,,0,0,0,0,0,1.48141111247,-50.4220345616,134,28/nov/2017 12:03:39,1533,179.851465022,183.94,ta8cessnat21,3,Piratuba_Noroeste,cessna,0
ta8cessna,t22,0,0,,,0,0,0,0,0,1.49527276866,-50.4220702685,115,28/nov/2017 12:03:09,1540,178.680248705,184.77,ta8cessnat22,3,Piratuba_Noroeste,cessna,0
ta8cessna,t23,0,0,,,0,0,1,0,0,1.50919393636,-50.4223889485,126,28/nov/2017 12:02:39,1525,179.754345001,183.02,ta8cessnat23,3,Piratuba_Noroeste,cessna,0
ta8cessna,t23,0,0,,,0,0,1,0,0,1.50919393636,-50.4223889485,126,28/nov/2017 12:02:39,1525,179.754345001,183.02,ta8cessnat23,3,Piratuba_Noroeste,cessna,0
ta8cessna,t24,0,0,,,0,0,0,0,0,1.52298568748,-50.4224477056,146,28/nov/2017 12:02:09,1513,179.371866711,181.53,ta8cessnat24,3,Piratuba_Noroeste,cessna,0
ta8cessna,t25,0,0,,,0,0,0,0,0,1.53666579165,-50.4225967359,147,28/nov/2017 12:01:39,1594,179.471160546,191.26,ta8cessnat25,3,Piratuba_Noroeste,cessna,0
ta8cessna,t26,0,0,,,0,0,0,0,0,1.55107763596,-50.4227289185,126,28/nov/2017 12:01:09,1599,178.865485987,191.87,ta8cessnat26,3,Piratuba_Noroeste,cessna,0
ta8cessna,t27,0,0,,,0,0,0,0,0,1.56553423963,-50.4230134003,141,28/nov/2017 12:00:39,1626,177.001994485,195.15,ta8cessnat27,3,Piratuba_Noroeste,cessna,0
ta8cessna,t28,15,8,,,0,0,1,0,0,1.58022134565,-50.423777746,135,28/nov/2017 12:00:09,1577,179.543640718,189.29,ta8cessnat28,3,Piratuba_Noroeste,cessna,0
ta8cessna,t28,10,0,,,1,0,0,0,0,1.58022134565,-50.423777746,135,28/nov/2017 12:00:09,1577,179.543640718,189.29,ta8cessnat28,3,Piratuba_Noroeste,cessna,0
ta8cessna,t28,20,0,,,1,0,0,0,0,1.58022134565,-50.423777746,135,28/nov/2017 12:00:09,1577,179.543640718,189.29,ta8cessnat28,3,Piratuba_Noroeste,cessna,0
ta8cessna,t3,0,0,,,0,0,0,0,0,1.2256382592,-50.4211620893,113,28/nov/2017 12:12:39,1576,179.582510122,189.12,ta8cessnat3,4,Piratuba_ Araguari,cessna,0
ta8cessna,t4,0,0,,,0,0,0,0,0,1.2398905959,-50.4212652706,111,28/nov/2017 12:12:09,1617,176.909894735,194.08,ta8cessnat4,4,Piratuba_ Araguari,cessna,0
ta8cessna,t5,0,3,,,0,1,0,0,0,1.25449589454,-50.4220486432,119,28/nov/2017 12:11:39,1639,180.631687926,196.68,ta8cessnat5,4,Piratuba_ Araguari,cessna,0
ta8cessna,t6,0,0,,,0,0,0,0,0,1.26931719482,-50.4218862858,121,28/nov/2017 12:11:09,1606,180.115806878,192.73,ta8cessnat6,4,Piratuba_ Araguari,cessna,0
ta8cessna,t7,0,0,,,0,0,0,0,0,1.28384227864,-50.4218571167,125,28/nov/2017 12:10:39,1596,178.158792935,191.57,ta8cessnat7,4,Piratuba_ Araguari,cessna,0
ta8cessna,t8,0,0,,,0,0,0,0,0,1.29827088676,-50.4223179538,146,28/nov/2017 12:10:09,1766,183.998115507,211.92,ta8cessnat8,4,Piratuba_ Araguari,cessna,0
ta8cessna,t9,0,0,,,0,0,0,0,0,1.31420211866,-50.4212116264,167,28/nov/2017 12:09:39,1694,180.927790559,203.32,ta8cessnat9,4,Piratuba_ Araguari,cessna,0
tb2cessna,t1,0,0,,,0,0,0,0,0,1.18092239834,-50.3872566205,140,28/nov/2017 11:43:39,,0,,tb2cessnat1,0,,cessna,
tb2cessna,t10,1,15,,,0,0,1,0,0,1.30854919553,-50.3880403284,151,28/nov/2017 11:48:09,1630,359.583858017,195.58,tb2cessnat10,4,Piratuba_ Araguari,cessna,0
tb2cessna,t10,1,0,,,1,0,0,0,0,1.30854919553,-50.3880403284,151,28/nov/2017 11:48:09,1630,359.583858017,195.58,tb2cessnat10,4,Piratuba_ Araguari,cessna,0
tb2cessna,t11,0,0,,,0,0,0,0,0,1.32322490215,-50.388425393,150,28/nov/2017 11:48:39,1623,358.48728862,194.8,tb2cessnat11,4,Piratuba_ Araguari,cessna,0
tb2cessna,t12,2,0,,,1,0,0,0,0,1.33780648001,-50.3888123855,165,28/nov/2017 11:49:09,1613,358.469918637,193.56,tb2cessnat12,4,Piratuba_ Araguari,cessna,0
tb2cessna,t13,0,0,,,0,0,0,0,0,1.3522455655,-50.388938114,166,28/nov/2017 11:49:39,1597,359.497888373,191.6,tb2cessnat13,4,Piratuba_ Araguari,cessna,0
tb2cessna,t14,0,0,,,0,0,0,0,0,1.36623286642,-50.3880362213,157,28/nov/2017 11:50:09,1550,3.71301813918,185.99,tb2cessnat14,4,Piratuba_ Araguari,cessna,0
tb2cessna,t15,0,0,,,0,0,0,0,0,1.38097504154,-50.3883445915,151,28/nov/2017 11:50:39,1630,358.793968542,195.66,tb2cessnat15,4,Piratuba_ Araguari,cessna,0
tb2cessna,t16,0,0,,,0,0,0,0,0,1.39546651393,-50.3884416539,158,28/nov/2017 11:51:09,1602,359.613774156,192.29,tb2cessnat16,4,Piratuba_ Araguari,cessna,0
tb2cessna,t17,0,0,,,0,0,0,0,0,1.41017759219,-50.3881518077,130,28/nov/2017 11:51:39,1627,1.13598518751,195.27,tb2cessnat17,2,Piratuba_central,cessna,0
tb2cessna,t18,0,0,,,0,0,0,0,0,1.42515856773,-50.388424471,134,28/nov/2017 11:52:09,1657,358.950598568,198.82,tb2cessnat18,2,Piratuba_central,cessna,0
tb2cessna,t19,0,0,,,0,0,0,0,0,1.43964920193,-50.3883264028,125,28/nov/2017 11:52:39,1602,0.390243087624,192.28,tb2cessnat19,2,Piratuba_central,cessna,0
tb2cessna,t2,1,0,,,1,0,0,0,0,1.19548360817,-50.3874829318,117,28/nov/2017 11:44:09,1610,359.103774121,193.26,tb2cessnat2,4,Piratuba_ Araguari,cessna,0
tb2cessna,t20,0,0,,,0,0,0,0,0,1.45363532938,-50.3877208941,124,28/nov/2017 11:53:09,1548,2.49486128879,185.76,tb2cessnat20,2,Piratuba_central,cessna,0
tb2cessna,t21,0,0,,,0,0,0,0,0,1.46786126308,-50.3884426598,125,28/nov/2017 11:53:39,1575,357.076966684,189.01,tb2cessnat21,2,Piratuba_central,cessna,0
