"sector","transect","subunit","observer1","observer2","S1","S2","B","grp.size","subunit.area"
"Maraca_sul","tg6","t10",0,0,0,0,0,0,0.56181
"Maraca_sul","tg6","t2",0,0,0,0,0,0,0.72558
"Maraca_sul","tg6","t3",0,0,0,0,0,0,0.651375
"Maraca_sul","tg6","t4",0,0,0,0,0,0,0.640584
"Maraca_sul","tg6","t5",3,3,0,0,1,3,0.686664
"Maraca_sul","tg6","t6",0,0,0,0,0,0,0.793638
"Maraca_sul","tg6","t7",0,0,0,0,0,0,0.795372
"Maraca_sul","tg6","t8",0,0,0,0,0,0,0.733104
"Maraca_sul","tg6","t9",0,0,0,0,0,0,0.545625
"Maraca_sul","tg7","t10",0,0,0,0,0,0,0.4128
"Maraca_sul","tg7","t11",0,0,0,0,0,0,0.361026
"Maraca_sul","tg7","t12",0,0,0,0,0,0,0.379008
"Maraca_sul","tg7","t13",0,0,0,0,0,0,0.418704
"Maraca_sul","tg7","t2",0,0,0,0,0,0,0.381381
"Maraca_sul","tg7","t3",0,0,0,0,0,0,0.36378
"Maraca_sul","tg7","t4",0,0,0,0,0,0,0.38661
"Maraca_sul","tg7","t5",0,0,0,0,0,0,0.360717
"Maraca_sul","tg7","t6",0,0,0,0,0,0,0.363816
"Maraca_sul","tg7","t7",0,0,0,0,0,0,0.423639
"Maraca_sul","tg7","t8",0,0,0,0,0,0,0.426756
"Maraca_sul","tg7","t9",0,0,0,0,0,0,0.456633
"Maraca_sul","tg8","t10",0,0,0,0,0,0,0.59478
"Maraca_sul","tg8","t11",0,0,0,0,0,0,0.501984
"Maraca_sul","tg8","t2",0,0,0,0,0,0,0.67776
"Maraca_sul","tg8","t3",0,0,0,0,0,0,0.666801
"Maraca_sul","tg8","t4",0,0,0,0,0,0,0.594072
"Maraca_sul","tg8","t5",0,0,0,0,0,0,0.57288
"Maraca_sul","tg8","t6",0,0,0,0,0,0,0.569097
"Maraca_sul","tg8","t7",0,0,0,0,0,0,0.6069
"Maraca_sul","tg8","t8",0,0,0,0,0,0,0.593745
"Maraca_sul","tg8","t9",0,1,0,1,0,1,0.603216
"Maraca_sul","tg9","t1",0,0,0,0,0,0,0.512865
"Maraca_sul","tg9","t10",0,0,0,0,0,0,0.485109
"Maraca_sul","tg9","t11",0,0,0,0,0,0,0.437544
"Maraca_sul","tg9","t12",0,0,0,0,0,0,0.456648
"Maraca_sul","tg9","t13",0,0,0,0,0,0,0.495873
"Maraca_sul","tg9","t2",0,0,0,0,0,0,0.539982
"Maraca_sul","tg9","t3",0,0,0,0,0,0,0.467712
"Maraca_sul","tg9","t4",0,0,0,0,0,0,0.438372
"Maraca_sul","tg9","t5",0,0,0,0,0,0,0.454572
"Maraca_sul","tg9","t6",0,0,0,0,0,0,0.396051
"Maraca_sul","tg9","t7",0,0,0,0,0,0,0.406944
"Maraca_sul","tg9","t8",0,0,0,0,0,0,0.437535
"Maraca_sul","tg9","t9",0,0,0,0,0,0,0.462672
